#separator:tab
#html:true
#deck:IELTS Topic Collocation::社会 Society
#columns:Front Back Topic TopicZh Type BaseChinese BaseEnglish HighlightChinese HighlightEnglish Tags CardId
<div style="font-size:24px;font-weight:700">向上的社会流动性</div><div style="margin-top:8px;color:#666">社会 / Society · adjective</div>	<div style="font-size:22px;font-weight:700">upward social mobility</div><div style="margin-top:10px"><b>Base</b>: 社会流动性 = social mobility</div><div><b>Focus</b>: 向上的 = upward</div><div><b>Type</b>: adjective</div>	Society	社会	adjective	社会流动性	social mobility	向上的	upward	IELTS_Task2 topic_collocation topic::Society type::adjective	Society-017
<div style="font-size:24px;font-weight:700">促进社会流动性</div><div style="margin-top:8px;color:#666">社会 / Society · verb</div>	<div style="font-size:22px;font-weight:700">promote social mobility</div><div style="margin-top:10px"><b>Base</b>: 社会流动性 = social mobility</div><div><b>Focus</b>: 促进 = promote</div><div><b>Type</b>: verb</div>	Society	社会	verb	社会流动性	social mobility	促进	promote	IELTS_Task2 topic_collocation topic::Society type::verb	Society-018
<div style="font-size:24px;font-weight:700">长期的无家可归</div><div style="margin-top:8px;color:#666">社会 / Society · adjective</div>	<div style="font-size:22px;font-weight:700">chronic homelessness</div><div style="margin-top:10px"><b>Base</b>: 无家可归 = homelessness</div><div><b>Focus</b>: 长期的 = chronic</div><div><b>Type</b>: adjective</div>	Society	社会	adjective	无家可归	homelessness	长期的	chronic	IELTS_Task2 topic_collocation topic::Society type::adjective	Society-019
<div style="font-size:24px;font-weight:700">应对无家可归</div><div style="margin-top:8px;color:#666">社会 / Society · verb</div>	<div style="font-size:22px;font-weight:700">tackle homelessness</div><div style="margin-top:10px"><b>Base</b>: 无家可归 = homelessness</div><div><b>Focus</b>: 应对 = tackle</div><div><b>Type</b>: verb</div>	Society	社会	verb	无家可归	homelessness	应对	tackle	IELTS_Task2 topic_collocation topic::Society type::verb	Society-020
<div style="font-size:24px;font-weight:700">全面的社会福利</div><div style="margin-top:8px;color:#666">社会 / Society · adjective</div>	<div style="font-size:22px;font-weight:700">comprehensive social welfare</div><div style="margin-top:10px"><b>Base</b>: 社会福利 = social welfare</div><div><b>Focus</b>: 全面的 = comprehensive</div><div><b>Type</b>: adjective</div>	Society	社会	adjective	社会福利	social welfare	全面的	comprehensive	IELTS_Task2 topic_collocation topic::Society type::adjective	Society-021
<div style="font-size:24px;font-weight:700">扩大社会福利</div><div style="margin-top:8px;color:#666">社会 / Society · verb</div>	<div style="font-size:22px;font-weight:700">expand social welfare</div><div style="margin-top:10px"><b>Base</b>: 社会福利 = social welfare</div><div><b>Focus</b>: 扩大 = expand</div><div><b>Type</b>: verb</div>	Society	社会	verb	社会福利	social welfare	扩大	expand	IELTS_Task2 topic_collocation topic::Society type::verb	Society-022
<div style="font-size:24px;font-weight:700">法定的最低工资</div><div style="margin-top:8px;color:#666">社会 / Society · adjective</div>	<div style="font-size:22px;font-weight:700">statutory minimum wage</div><div style="margin-top:10px"><b>Base</b>: 最低工资 = minimum wage</div><div><b>Focus</b>: 法定的 = statutory</div><div><b>Type</b>: adjective</div>	Society	社会	adjective	最低工资	minimum wage	法定的	statutory	IELTS_Task2 topic_collocation topic::Society type::adjective	Society-023
<div style="font-size:24px;font-weight:700">提高最低工资</div><div style="margin-top:8px;color:#666">社会 / Society · verb</div>	<div style="font-size:22px;font-weight:700">raise the minimum wage</div><div style="margin-top:10px"><b>Base</b>: 最低工资 = minimum wage</div><div><b>Focus</b>: 提高 = raise</div><div><b>Type</b>: verb</div>	Society	社会	verb	最低工资	minimum wage	提高	raise	IELTS_Task2 topic_collocation topic::Society type::verb	Society-024
<div style="font-size:24px;font-weight:700">充足的基本生活保障</div><div style="margin-top:8px;color:#666">社会 / Society · adjective</div>	<div style="font-size:22px;font-weight:700">adequate basic living security</div><div style="margin-top:10px"><b>Base</b>: 基本生活保障 = basic living security</div><div><b>Focus</b>: 充足的 = adequate</div><div><b>Type</b>: adjective</div>	Society	社会	adjective	基本生活保障	basic living security	充足的	adequate	IELTS_Task2 topic_collocation topic::Society type::adjective	Society-025
<div style="font-size:24px;font-weight:700">确保基本生活保障</div><div style="margin-top:8px;color:#666">社会 / Society · verb</div>	<div style="font-size:22px;font-weight:700">ensure basic living security</div><div style="margin-top:10px"><b>Base</b>: 基本生活保障 = basic living security</div><div><b>Focus</b>: 确保 = ensure</div><div><b>Type</b>: verb</div>	Society	社会	verb	基本生活保障	basic living security	确保	ensure	IELTS_Task2 topic_collocation topic::Society type::verb	Society-026
<div style="font-size:24px;font-weight:700">系统性的社会排斥</div><div style="margin-top:8px;color:#666">社会 / Society · adjective</div>	<div style="font-size:22px;font-weight:700">systemic social exclusion</div><div style="margin-top:10px"><b>Base</b>: 社会排斥 = social exclusion</div><div><b>Focus</b>: 系统性的 = systemic</div><div><b>Type</b>: adjective</div>	Society	社会	adjective	社会排斥	social exclusion	系统性的	systemic	IELTS_Task2 topic_collocation topic::Society type::adjective	Society-027
<div style="font-size:24px;font-weight:700">对抗社会排斥</div><div style="margin-top:8px;color:#666">社会 / Society · verb</div>	<div style="font-size:22px;font-weight:700">combat social exclusion</div><div style="margin-top:10px"><b>Base</b>: 社会排斥 = social exclusion</div><div><b>Focus</b>: 对抗 = combat</div><div><b>Type</b>: verb</div>	Society	社会	verb	社会排斥	social exclusion	对抗	combat	IELTS_Task2 topic_collocation topic::Society type::verb	Society-028
<div style="font-size:24px;font-weight:700">持续存在的性别歧视</div><div style="margin-top:8px;color:#666">社会 / Society · adjective</div>	<div style="font-size:22px;font-weight:700">persistent gender discrimination</div><div style="margin-top:10px"><b>Base</b>: 性别歧视 = gender discrimination</div><div><b>Focus</b>: 持续存在的 = persistent</div><div><b>Type</b>: adjective</div>	Society	社会	adjective	性别歧视	gender discrimination	持续存在的	persistent	IELTS_Task2 topic_collocation topic::Society type::adjective	Society-029
<div style="font-size:24px;font-weight:700">消除性别歧视</div><div style="margin-top:8px;color:#666">社会 / Society · verb</div>	<div style="font-size:22px;font-weight:700">eliminate gender discrimination</div><div style="margin-top:10px"><b>Base</b>: 性别歧视 = gender discrimination</div><div><b>Focus</b>: 消除 = eliminate</div><div><b>Type</b>: verb</div>	Society	社会	verb	性别歧视	gender discrimination	消除	eliminate	IELTS_Task2 topic_collocation topic::Society type::verb	Society-030
<div style="font-size:24px;font-weight:700">制度性的种族歧视</div><div style="margin-top:8px;color:#666">社会 / Society · adjective</div>	<div style="font-size:22px;font-weight:700">institutional racial discrimination</div><div style="margin-top:10px"><b>Base</b>: 种族歧视 = racial discrimination</div><div><b>Focus</b>: 制度性的 = institutional</div><div><b>Type</b>: adjective</div>	Society	社会	adjective	种族歧视	racial discrimination	制度性的	institutional	IELTS_Task2 topic_collocation topic::Society type::adjective	Society-031
<div style="font-size:24px;font-weight:700">解决种族歧视</div><div style="margin-top:8px;color:#666">社会 / Society · verb</div>	<div style="font-size:22px;font-weight:700">address racial discrimination</div><div style="margin-top:10px"><b>Base</b>: 种族歧视 = racial discrimination</div><div><b>Focus</b>: 解决 = address</div><div><b>Type</b>: verb</div>	Society	社会	verb	种族歧视	racial discrimination	解决	address	IELTS_Task2 topic_collocation topic::Society type::verb	Society-032
<div style="font-size:24px;font-weight:700">广泛存在的残障歧视</div><div style="margin-top:8px;color:#666">社会 / Society · adjective</div>	<div style="font-size:22px;font-weight:700">widespread disability discrimination</div><div style="margin-top:10px"><b>Base</b>: 残障歧视 = disability discrimination</div><div><b>Focus</b>: 广泛存在的 = widespread</div><div><b>Type</b>: adjective</div>	Society	社会	adjective	残障歧视	disability discrimination	广泛存在的	widespread	IELTS_Task2 topic_collocation topic::Society type::adjective	Society-033
<div style="font-size:24px;font-weight:700">防止残障歧视</div><div style="margin-top:8px;color:#666">社会 / Society · verb</div>	<div style="font-size:22px;font-weight:700">prevent disability discrimination</div><div style="margin-top:10px"><b>Base</b>: 残障歧视 = disability discrimination</div><div><b>Focus</b>: 防止 = prevent</div><div><b>Type</b>: verb</div>	Society	社会	verb	残障歧视	disability discrimination	防止	prevent	IELTS_Task2 topic_collocation topic::Society type::verb	Society-034
<div style="font-size:24px;font-weight:700">真正的性别平等</div><div style="margin-top:8px;color:#666">社会 / Society · adjective</div>	<div style="font-size:22px;font-weight:700">genuine gender equality</div><div style="margin-top:10px"><b>Base</b>: 性别平等 = gender equality</div><div><b>Focus</b>: 真正的 = genuine</div><div><b>Type</b>: adjective</div>	Society	社会	adjective	性别平等	gender equality	真正的	genuine	IELTS_Task2 topic_collocation topic::Society type::adjective	Society-035
<div style="font-size:24px;font-weight:700">促进性别平等</div><div style="margin-top:8px;color:#666">社会 / Society · verb</div>	<div style="font-size:22px;font-weight:700">promote gender equality</div><div style="margin-top:10px"><b>Base</b>: 性别平等 = gender equality</div><div><b>Focus</b>: 促进 = promote</div><div><b>Type</b>: verb</div>	Society	社会	verb	性别平等	gender equality	促进	promote	IELTS_Task2 topic_collocation topic::Society type::verb	Society-036
<div style="font-size:24px;font-weight:700">真正包容的包容社会</div><div style="margin-top:8px;color:#666">社会 / Society · adjective</div>	<div style="font-size:22px;font-weight:700">truly inclusive society</div><div style="margin-top:10px"><b>Base</b>: 包容社会 = inclusive society</div><div><b>Focus</b>: 真正包容的 = truly inclusive</div><div><b>Type</b>: adjective</div>	Society	社会	adjective	包容社会	inclusive society	真正包容的	truly inclusive	IELTS_Task2 topic_collocation topic::Society type::adjective	Society-037
<div style="font-size:24px;font-weight:700">建设包容社会</div><div style="margin-top:8px;color:#666">社会 / Society · verb</div>	<div style="font-size:22px;font-weight:700">build an inclusive society</div><div style="margin-top:10px"><b>Base</b>: 包容社会 = inclusive society</div><div><b>Focus</b>: 建设 = build</div><div><b>Type</b>: verb</div>	Society	社会	verb	包容社会	inclusive society	建设	build	IELTS_Task2 topic_collocation topic::Society type::verb	Society-038
<div style="font-size:24px;font-weight:700">有活力的多元文化</div><div style="margin-top:8px;color:#666">社会 / Society · adjective</div>	<div style="font-size:22px;font-weight:700">vibrant multiculturalism</div><div style="margin-top:10px"><b>Base</b>: 多元文化 = multiculturalism</div><div><b>Focus</b>: 有活力的 = vibrant</div><div><b>Type</b>: adjective</div>	Society	社会	adjective	多元文化	multiculturalism	有活力的	vibrant	IELTS_Task2 topic_collocation topic::Society type::adjective	Society-039
<div style="font-size:24px;font-weight:700">拥抱多元文化</div><div style="margin-top:8px;color:#666">社会 / Society · verb</div>	<div style="font-size:22px;font-weight:700">embrace multiculturalism</div><div style="margin-top:10px"><b>Base</b>: 多元文化 = multiculturalism</div><div><b>Focus</b>: 拥抱 = embrace</div><div><b>Type</b>: verb</div>	Society	社会	verb	多元文化	multiculturalism	拥抱	embrace	IELTS_Task2 topic_collocation topic::Society type::verb	Society-040
<div style="font-size:24px;font-weight:700">严重的暴力犯罪</div><div style="margin-top:8px;color:#666">社会 / Society · adjective</div>	<div style="font-size:22px;font-weight:700">serious violent crime</div><div style="margin-top:10px"><b>Base</b>: 暴力犯罪 = violent crime</div><div><b>Focus</b>: 严重的 = serious</div><div><b>Type</b>: adjective</div>	Society	社会	adjective	暴力犯罪	violent crime	严重的	serious	IELTS_Task2 topic_collocation topic::Society type::adjective	Society-041
<div style="font-size:24px;font-weight:700">遏制暴力犯罪</div><div style="margin-top:8px;color:#666">社会 / Society · verb</div>	<div style="font-size:22px;font-weight:700">curb violent crime</div><div style="margin-top:10px"><b>Base</b>: 暴力犯罪 = violent crime</div><div><b>Focus</b>: 遏制 = curb</div><div><b>Type</b>: verb</div>	Society	社会	verb	暴力犯罪	violent crime	遏制	curb	IELTS_Task2 topic_collocation topic::Society type::verb	Society-042
<div style="font-size:24px;font-weight:700">上升的青少年犯罪</div><div style="margin-top:8px;color:#666">社会 / Society · adjective</div>	<div style="font-size:22px;font-weight:700">rising juvenile delinquency</div><div style="margin-top:10px"><b>Base</b>: 青少年犯罪 = juvenile delinquency</div><div><b>Focus</b>: 上升的 = rising</div><div><b>Type</b>: adjective</div>	Society	社会	adjective	青少年犯罪	juvenile delinquency	上升的	rising	IELTS_Task2 topic_collocation topic::Society type::adjective	Society-043
<div style="font-size:24px;font-weight:700">预防青少年犯罪</div><div style="margin-top:8px;color:#666">社会 / Society · verb</div>	<div style="font-size:22px;font-weight:700">prevent juvenile delinquency</div><div style="margin-top:10px"><b>Base</b>: 青少年犯罪 = juvenile delinquency</div><div><b>Focus</b>: 预防 = prevent</div><div><b>Type</b>: verb</div>	Society	社会	verb	青少年犯罪	juvenile delinquency	预防	prevent	IELTS_Task2 topic_collocation topic::Society type::verb	Society-044
<div style="font-size:24px;font-weight:700">复杂的网络犯罪</div><div style="margin-top:8px;color:#666">社会 / Society · adjective</div>	<div style="font-size:22px;font-weight:700">sophisticated cybercrime</div><div style="margin-top:10px"><b>Base</b>: 网络犯罪 = cybercrime</div><div><b>Focus</b>: 复杂的 = sophisticated</div><div><b>Type</b>: adjective</div>	Society	社会	adjective	网络犯罪	cybercrime	复杂的	sophisticated	IELTS_Task2 topic_collocation topic::Society type::adjective	Society-045
<div style="font-size:24px;font-weight:700">打击网络犯罪</div><div style="margin-top:8px;color:#666">社会 / Society · verb</div>	<div style="font-size:22px;font-weight:700">combat cybercrime</div><div style="margin-top:10px"><b>Base</b>: 网络犯罪 = cybercrime</div><div><b>Focus</b>: 打击 = combat</div><div><b>Type</b>: verb</div>	Society	社会	verb	网络犯罪	cybercrime	打击	combat	IELTS_Task2 topic_collocation topic::Society type::verb	Society-046
<div style="font-size:24px;font-weight:700">长期的监禁</div><div style="margin-top:8px;color:#666">社会 / Society · adjective</div>	<div style="font-size:22px;font-weight:700">long-term imprisonment</div><div style="margin-top:10px"><b>Base</b>: 监禁 = imprisonment</div><div><b>Focus</b>: 长期的 = long-term</div><div><b>Type</b>: adjective</div>	Society	社会	adjective	监禁	imprisonment	长期的	long-term	IELTS_Task2 topic_collocation topic::Society type::adjective	Society-047
<div style="font-size:24px;font-weight:700">施加监禁</div><div style="margin-top:8px;color:#666">社会 / Society · verb</div>	<div style="font-size:22px;font-weight:700">impose imprisonment</div><div style="margin-top:10px"><b>Base</b>: 监禁 = imprisonment</div><div><b>Focus</b>: 施加 = impose</div><div><b>Type</b>: verb</div>	Society	社会	verb	监禁	imprisonment	施加	impose	IELTS_Task2 topic_collocation topic::Society type::verb	Society-048
<div style="font-size:24px;font-weight:700">有效的改造</div><div style="margin-top:8px;color:#666">社会 / Society · adjective</div>	<div style="font-size:22px;font-weight:700">effective rehabilitation</div><div style="margin-top:10px"><b>Base</b>: 改造 = rehabilitation</div><div><b>Focus</b>: 有效的 = effective</div><div><b>Type</b>: adjective</div>	Society	社会	adjective	改造	rehabilitation	有效的	effective	IELTS_Task2 topic_collocation topic::Society type::adjective	Society-049
<div style="font-size:24px;font-weight:700">提供改造</div><div style="margin-top:8px;color:#666">社会 / Society · verb</div>	<div style="font-size:22px;font-weight:700">provide rehabilitation</div><div style="margin-top:10px"><b>Base</b>: 改造 = rehabilitation</div><div><b>Focus</b>: 提供 = provide</div><div><b>Type</b>: verb</div>	Society	社会	verb	改造	rehabilitation	提供	provide	IELTS_Task2 topic_collocation topic::Society type::verb	Society-050
<div style="font-size:24px;font-weight:700">广泛的监控系统</div><div style="margin-top:8px;color:#666">社会 / Society · adjective</div>	<div style="font-size:22px;font-weight:700">extensive surveillance system</div><div style="margin-top:10px"><b>Base</b>: 监控系统 = surveillance system</div><div><b>Focus</b>: 广泛的 = extensive</div><div><b>Type</b>: adjective</div>	Society	社会	adjective	监控系统	surveillance system	广泛的	extensive	IELTS_Task2 topic_collocation topic::Society type::adjective	Society-051
<div style="font-size:24px;font-weight:700">安装监控系统</div><div style="margin-top:8px;color:#666">社会 / Society · verb</div>	<div style="font-size:22px;font-weight:700">install surveillance systems</div><div style="margin-top:10px"><b>Base</b>: 监控系统 = surveillance system</div><div><b>Focus</b>: 安装 = install</div><div><b>Type</b>: verb</div>	Society	社会	verb	监控系统	surveillance system	安装	install	IELTS_Task2 topic_collocation topic::Society type::verb	Society-052
<div style="font-size:24px;font-weight:700">强烈的公民意识</div><div style="margin-top:8px;color:#666">社会 / Society · adjective</div>	<div style="font-size:22px;font-weight:700">strong civic awareness</div><div style="margin-top:10px"><b>Base</b>: 公民意识 = civic awareness</div><div><b>Focus</b>: 强烈的 = strong</div><div><b>Type</b>: adjective</div>	Society	社会	adjective	公民意识	civic awareness	强烈的	strong	IELTS_Task2 topic_collocation topic::Society type::adjective	Society-053
<div style="font-size:24px;font-weight:700">提高公民意识</div><div style="margin-top:8px;color:#666">社会 / Society · verb</div>	<div style="font-size:22px;font-weight:700">raise civic awareness</div><div style="margin-top:10px"><b>Base</b>: 公民意识 = civic awareness</div><div><b>Focus</b>: 提高 = raise</div><div><b>Type</b>: verb</div>	Society	社会	verb	公民意识	civic awareness	提高	raise	IELTS_Task2 topic_collocation topic::Society type::verb	Society-054
<div style="font-size:24px;font-weight:700">有意义的志愿服务</div><div style="margin-top:8px;color:#666">社会 / Society · adjective</div>	<div style="font-size:22px;font-weight:700">meaningful voluntary work</div><div style="margin-top:10px"><b>Base</b>: 志愿服务 = voluntary work / community service</div><div><b>Focus</b>: 有意义的 = meaningful</div><div><b>Type</b>: adjective</div>	Society	社会	adjective	志愿服务	voluntary work / community service	有意义的	meaningful	IELTS_Task2 topic_collocation topic::Society type::adjective	Society-055
<div style="font-size:24px;font-weight:700">鼓励志愿服务</div><div style="margin-top:8px;color:#666">社会 / Society · verb</div>	<div style="font-size:22px;font-weight:700">encourage community service</div><div style="margin-top:10px"><b>Base</b>: 志愿服务 = voluntary work / community service</div><div><b>Focus</b>: 鼓励 = encourage</div><div><b>Type</b>: verb</div>	Society	社会	verb	志愿服务	voluntary work / community service	鼓励	encourage	IELTS_Task2 topic_collocation topic::Society type::verb	Society-056
<div style="font-size:24px;font-weight:700">积极的政治参与</div><div style="margin-top:8px;color:#666">社会 / Society · adjective</div>	<div style="font-size:22px;font-weight:700">active political participation</div><div style="margin-top:10px"><b>Base</b>: 政治参与 = political participation</div><div><b>Focus</b>: 积极的 = active</div><div><b>Type</b>: adjective</div>	Society	社会	adjective	政治参与	political participation	积极的	active	IELTS_Task2 topic_collocation topic::Society type::adjective	Society-057
<div style="font-size:24px;font-weight:700">增加政治参与</div><div style="margin-top:8px;color:#666">社会 / Society · verb</div>	<div style="font-size:22px;font-weight:700">increase political participation</div><div style="margin-top:10px"><b>Base</b>: 政治参与 = political participation</div><div><b>Focus</b>: 增加 = increase</div><div><b>Type</b>: verb</div>	Society	社会	verb	政治参与	political participation	增加	increase	IELTS_Task2 topic_collocation topic::Society type::verb	Society-058
<div style="font-size:24px;font-weight:700">和平的公共抗议</div><div style="margin-top:8px;color:#666">社会 / Society · adjective</div>	<div style="font-size:22px;font-weight:700">peaceful public protest</div><div style="margin-top:10px"><b>Base</b>: 公共抗议 = public protest</div><div><b>Focus</b>: 和平的 = peaceful</div><div><b>Type</b>: adjective</div>	Society	社会	adjective	公共抗议	public protest	和平的	peaceful	IELTS_Task2 topic_collocation topic::Society type::adjective	Society-059
<div style="font-size:24px;font-weight:700">组织公共抗议</div><div style="margin-top:8px;color:#666">社会 / Society · verb</div>	<div style="font-size:22px;font-weight:700">organize public protests</div><div style="margin-top:10px"><b>Base</b>: 公共抗议 = public protest</div><div><b>Focus</b>: 组织 = organize</div><div><b>Type</b>: verb</div>	Society	社会	verb	公共抗议	public protest	组织	organize	IELTS_Task2 topic_collocation topic::Society type::verb	Society-060
<div style="font-size:24px;font-weight:700">独立的非政府组织</div><div style="margin-top:8px;color:#666">社会 / Society · adjective</div>	<div style="font-size:22px;font-weight:700">independent non-governmental organization</div><div style="margin-top:10px"><b>Base</b>: 非政府组织 = non-governmental organization</div><div><b>Focus</b>: 独立的 = independent</div><div><b>Type</b>: adjective</div>	Society	社会	adjective	非政府组织	non-governmental organization	独立的	independent	IELTS_Task2 topic_collocation topic::Society type::adjective	Society-061
<div style="font-size:24px;font-weight:700">资助非政府组织</div><div style="margin-top:8px;color:#666">社会 / Society · verb</div>	<div style="font-size:22px;font-weight:700">fund non-governmental organizations</div><div style="margin-top:10px"><b>Base</b>: 非政府组织 = non-governmental organization</div><div><b>Focus</b>: 资助 = fund</div><div><b>Type</b>: verb</div>	Society	社会	verb	非政府组织	non-governmental organization	资助	fund	IELTS_Task2 topic_collocation topic::Society type::verb	Society-062
